actor,revenue,title
Tim Roth,4300000.0,Four Rooms
Antonio Banderas,4300000.0,Four Rooms
Jennifer Beals,4300000.0,Four Rooms
Madonna,4300000.0,Four Rooms
Marisa Tomei,4300000.0,Four Rooms
Bruce Willis,4300000.0,Four Rooms
Quentin Tarantino,4300000.0,Four Rooms
Sammi Davis,4300000.0,Four Rooms
Amanda de Cadenet,4300000.0,Four Rooms
Valeria Golino,4300000.0,Four Rooms
Lili Taylor,4300000.0,Four Rooms
Lawrence Bender,4300000.0,Four Rooms
Ione Skye,4300000.0,Four Rooms
Alicia Witt,4300000.0,Four Rooms
David Proval,4300000.0,Four Rooms
Lana McKissack,4300000.0,Four Rooms
Tamlyn Tomita,4300000.0,Four Rooms
Kathy Griffin,4300000.0,Four Rooms
Paul Calderon,4300000.0,Four Rooms
Salma Hayek,4300000.0,Four Rooms
Patricia Vonne,4300000.0,Four Rooms
Danny Verduzco,4300000.0,Four Rooms
Kimberly Blair,4300000.0,Four Rooms
Marc Lawrence,4300000.0,Four Rooms
Irene Bedard,346079773.0,Pocahontas
Mel Gibson,346079773.0,Pocahontas
David Ogden Stiers,346079773.0,Pocahontas
John Kassir,346079773.0,Pocahontas
Russell Means,346079773.0,Pocahontas
Christian Bale,346079773.0,Pocahontas
Judy Kuhn,346079773.0,Pocahontas
Linda Hunt,346079773.0,Pocahontas
Danny Mann,346079773.0,Pocahontas
Billy Connolly,346079773.0,Pocahontas
Joe Baker,346079773.0,Pocahontas
Frank Welker,346079773.0,Pocahontas
Michelle St. John,346079773.0,Pocahontas
James Apaumut Fall,346079773.0,Pocahontas
Gordon Tootoosis,346079773.0,Pocahontas
Jim Cummings,346079773.0,Pocahontas
Harvey Keitel,1275000.0,Blue in the Face
Lou Reed,1275000.0,Blue in the Face
Michael J. Fox,1275000.0,Blue in the Face
Roseanne Barr,1275000.0,Blue in the Face
Lily Tomlin,1275000.0,Blue in the Face
Giancarlo Esposito,1275000.0,Blue in the Face
José Zúñiga,1275000.0,Blue in the Face
Madonna,1275000.0,Blue in the Face
Mira Sorvino,1275000.0,Blue in the Face
Keith David,1275000.0,Blue in the Face
Victor Argo,1275000.0,Blue in the Face
Jim Jarmusch,1275000.0,Blue in the Face
Jared Harris,1275000.0,Blue in the Face
Mel Gorham,1275000.0,Blue in the Face
Malik Yoba,1275000.0,Blue in the Face
John Lurie,1275000.0,Blue in the Face
Stephen Gevedon,1275000.0,Blue in the Face
Sharif Rashed,1275000.0,Blue in the Face
Peggy Gormley,1275000.0,Blue in the Face
RuPaul,1275000.0,Blue in the Face
Harvey Keitel,8349430.0,Smoke
William Hurt,8349430.0,Smoke
Giancarlo Esposito,8349430.0,Smoke
José Zúñiga,8349430.0,Smoke
Stephen Gevedon,8349430.0,Smoke
Jared Harris,8349430.0,Smoke
Harold Perrineau,8349430.0,Smoke
Forest Whitaker,8349430.0,Smoke
Stockard Channing,8349430.0,Smoke
Ashley Judd,8349430.0,Smoke
Victor Argo,8349430.0,Smoke
Michelle Hurst,8349430.0,Smoke
Erica Gimpel,8349430.0,Smoke
Malik Yoba,8349430.0,Smoke
Jim Carrey,247275374.0,Dumb and Dumber
Jeff Daniels,247275374.0,Dumb and Dumber
Lauren Holly,247275374.0,Dumb and Dumber
Teri Garr,247275374.0,Dumb and Dumber
Mike Starr,247275374.0,Dumb and Dumber
Karen Duffy,247275374.0,Dumb and Dumber
Charles Rocket,247275374.0,Dumb and Dumber
Victoria Rowell,247275374.0,Dumb and Dumber
Brady Bluhm,247275374.0,Dumb and Dumber
Cam Neely,247275374.0,Dumb and Dumber
Rob Moran,247275374.0,Dumb and Dumber
Joe Baker,247275374.0,Dumb and Dumber
Hank Brandt,247275374.0,Dumb and Dumber
Felton Perry,247275374.0,Dumb and Dumber
Brad Lockerman,247275374.0,Dumb and Dumber
Kathryn Frick,247275374.0,Dumb and Dumber
Zen Gesner,247275374.0,Dumb and Dumber
Lawrence Kopp,247275374.0,Dumb and Dumber
Clint Allen,247275374.0,Dumb and Dumber
Connie Sawyer,247275374.0,Dumb and Dumber
Lin Shaye,247275374.0,Dumb and Dumber
Mike Watkis,247275374.0,Dumb and Dumber
Harland Williams,247275374.0,Dumb and Dumber
Diane Kinerk,247275374.0,Dumb and Dumber
Lisa Stothard,247275374.0,Dumb and Dumber
Sean Gildea,247275374.0,Dumb and Dumber
Charles Rahi Chun,247275374.0,Dumb and Dumber
Helen Boll,247275374.0,Dumb and Dumber
Fred Stoller,247275374.0,Dumb and Dumber
Hillary Matthews,247275374.0,Dumb and Dumber
Karen Ingram,247275374.0,Dumb and Dumber
Jesse Borja,247275374.0,Dumb and Dumber
Vene L. Arcoraci,247275374.0,Dumb and Dumber
Anna Anka,247275374.0,Dumb and Dumber
Samantha Carpel,247275374.0,Dumb and Dumber
Elaine Wood,247275374.0,Dumb and Dumber
Bruce Bowns,247275374.0,Dumb and Dumber
Denise Vienne,247275374.0,Dumb and Dumber
Nancy Farrelly,247275374.0,Dumb and Dumber
Catalina Izasa,247275374.0,Dumb and Dumber
Samatha Pearson,247275374.0,Dumb and Dumber
Ken Duvall,247275374.0,Dumb and Dumber
Cecile Krevoy,247275374.0,Dumb and Dumber
George Bedard,247275374.0,Dumb and Dumber
Bill Beauchene,247275374.0,Dumb and Dumber
Gary Sivertsen,247275374.0,Dumb and Dumber
John Stroehman,247275374.0,Dumb and Dumber
Terry Mullany,247275374.0,Dumb and Dumber
Brad Blank,247275374.0,Dumb and Dumber
Mark Miosky,247275374.0,Dumb and Dumber
Mike Cavallo,247275374.0,Dumb and Dumber
Tom Leasca,247275374.0,Dumb and Dumber
Kevin Sheehan,247275374.0,Dumb and Dumber
Kenny Griswold,247275374.0,Dumb and Dumber
Brian Mone,247275374.0,Dumb and Dumber
Brad Norton,247275374.0,Dumb and Dumber
Chris Spain,247275374.0,Dumb and Dumber
Paul Pelletier,247275374.0,Dumb and Dumber
Mark Levine,247275374.0,Dumb and Dumber
Billy Smith,247275374.0,Dumb and Dumber
Mark Charpentier,247275374.0,Dumb and Dumber
James 'Sporty' Ahern,247275374.0,Dumb and Dumber
Jim Blake,247275374.0,Dumb and Dumber
Traci Adell,247275374.0,Dumb and Dumber
Anita Rice,247275374.0,Dumb and Dumber
Pam Nielson,247275374.0,Dumb and Dumber
Nancy Barker,247275374.0,Dumb and Dumber
Brad Lowder,247275374.0,Dumb and Dumber
Doug Caputo,247275374.0,Dumb and Dumber
James Horrocks,247275374.0,Dumb and Dumber
Clemens E. Franek,247275374.0,Dumb and Dumber
Marty Fresca,247275374.0,Dumb and Dumber
Valentina,247275374.0,Dumb and Dumber
Kirsten Maryott,247275374.0,Dumb and Dumber
Bryan Moss,247275374.0,Dumb and Dumber
Craig Patterson,247275374.0,Dumb and Dumber
Irene Santiago,247275374.0,Dumb and Dumber
Craig Patterson,247275374.0,Dumb and Dumber
Josh Shipley,247275374.0,Dumb and Dumber
John Yost,247275374.0,Dumb and Dumber
Jonathan Taylor Thomas,788241776.0,The Lion King
Matthew Broderick,788241776.0,The Lion King
James Earl Jones,788241776.0,The Lion King
Jeremy Irons,788241776.0,The Lion King
Moira Kelly,788241776.0,The Lion King
Niketa Calame,788241776.0,The Lion King
Ernie Sabella,788241776.0,The Lion King
Nathan Lane,788241776.0,The Lion King
Robert Guillaume,788241776.0,The Lion King
Rowan Atkinson,788241776.0,The Lion King
Whoopi Goldberg,788241776.0,The Lion King
Cheech Marin,788241776.0,The Lion King
Jim Cummings,788241776.0,The Lion King
Madge Sinclair,788241776.0,The Lion King
Joseph Williams,788241776.0,The Lion King
Jason Weaver,788241776.0,The Lion King
Sally Dworsky,788241776.0,The Lion King
Laura Williams,788241776.0,The Lion King
Zoe Leader,788241776.0,The Lion King
Frank Welker,788241776.0,The Lion King
Judi M. Durand,788241776.0,The Lion King
Daamen J. Krall,788241776.0,The Lion King
David McCharen,788241776.0,The Lion King
Mary Linda Phillips,788241776.0,The Lion King
Phil Proctor,788241776.0,The Lion King
David J. Randolph,788241776.0,The Lion King
Evan Saucedo,788241776.0,The Lion King
Brian Tochi,788241776.0,The Lion King
Tyrin Turner,27900000.0,Menace II Society
Larenz Tate,27900000.0,Menace II Society
Glenn Plummer,27900000.0,Menace II Society
Jada Pinkett Smith,27900000.0,Menace II Society
Samuel L. Jackson,27900000.0,Menace II Society
June Kyoto Lu,27900000.0,Menace II Society
Toshi Toda,27900000.0,Menace II Society
Reginald Ballard,27900000.0,Menace II Society
Khandi Alexander,27900000.0,Menace II Society
Jullian Roy Doster,27900000.0,Menace II Society
Brandon Hammond,27900000.0,Menace II Society
Anthony Johnson,27900000.0,Menace II Society
Bob Hoskins,20915465.0,Super Mario Bros.
John Leguizamo,20915465.0,Super Mario Bros.
Dennis Hopper,20915465.0,Super Mario Bros.
Samantha Mathis,20915465.0,Super Mario Bros.
Fisher Stevens,20915465.0,Super Mario Bros.
Richard Edson,20915465.0,Super Mario Bros.
Fiona Shaw,20915465.0,Super Mario Bros.
Mojo Nixon,20915465.0,Super Mario Bros.
Lance Henriksen,20915465.0,Super Mario Bros.
Dan Castellaneta,20915465.0,Super Mario Bros.
Macaulay Culkin,13670688.0,The Pagemaster
Christopher Lloyd,13670688.0,The Pagemaster
Patrick Stewart,13670688.0,The Pagemaster
Whoopi Goldberg,13670688.0,The Pagemaster
Canan J. Howell,13670688.0,The Pagemaster
Alexis Kirschner,13670688.0,The Pagemaster
Jessica Kirschner,13670688.0,The Pagemaster
Guy Mansker,13670688.0,The Pagemaster
Brandon S. McKay,13670688.0,The Pagemaster
Ed Begley Jr.,13670688.0,The Pagemaster
Mel Harris,13670688.0,The Pagemaster
Frank Welker,13670688.0,The Pagemaster
Leonard Nimoy,13670688.0,The Pagemaster
George Hearn,13670688.0,The Pagemaster
Dorian Harewood,13670688.0,The Pagemaster
Ed Gilbert,13670688.0,The Pagemaster
Richard Erdman,13670688.0,The Pagemaster
Fernando Escandon,13670688.0,The Pagemaster
Robert Picardo,13670688.0,The Pagemaster
Phil Hartman,13670688.0,The Pagemaster
Jim Cummings,13670688.0,The Pagemaster
B. J. Ward,13670688.0,The Pagemaster
Scott Weinger,504050219.0,Aladdin
Robin Williams,504050219.0,Aladdin
Linda Larkin,504050219.0,Aladdin
Jonathan Freeman,504050219.0,Aladdin
Frank Welker,504050219.0,Aladdin
Gilbert Gottfried,504050219.0,Aladdin
Douglas Seale,504050219.0,Aladdin
Charlie Adler,504050219.0,Aladdin
Corey Burton,504050219.0,Aladdin
Jim Cummings,504050219.0,Aladdin
Jack Angel,504050219.0,Aladdin
Philip L. Clarke,504050219.0,Aladdin
Jennifer Darling,504050219.0,Aladdin
Jerry Houser,504050219.0,Aladdin
Sherry Lynn,504050219.0,Aladdin
Mickie McGowan,504050219.0,Aladdin
Patrick Pinney,504050219.0,Aladdin
Phil Proctor,504050219.0,Aladdin
Debi Derryberry,504050219.0,Aladdin
Vera Lockwood,504050219.0,Aladdin
Bruce Adler,504050219.0,Aladdin
Brad Kane,504050219.0,Aladdin
Lea Salonga,504050219.0,Aladdin
Hal Smith,504050219.0,Aladdin
Paige O'Hara,377350553.0,Beauty and the Beast
Robby Benson,377350553.0,Beauty and the Beast
Richard White,377350553.0,Beauty and the Beast
Jerry Orbach,377350553.0,Beauty and the Beast
David Ogden Stiers,377350553.0,Beauty and the Beast
Angela Lansbury,377350553.0,Beauty and the Beast
Rex Everhart,377350553.0,Beauty and the Beast
Jesse Corti,377350553.0,Beauty and the Beast
Bradley Pierce,377350553.0,Beauty and the Beast
Hal Smith,377350553.0,Beauty and the Beast
Jo Anne Worley,377350553.0,Beauty and the Beast
Mary Kay Bergman,377350553.0,Beauty and the Beast
Kath Soucie,377350553.0,Beauty and the Beast
Alvin Epstein,377350553.0,Beauty and the Beast
Tony Jay,377350553.0,Beauty and the Beast
Brian Cummings,377350553.0,Beauty and the Beast
Alec Murphy,377350553.0,Beauty and the Beast
Kimmy Robertson,377350553.0,Beauty and the Beast
Frank Welker,377350553.0,Beauty and the Beast
Alex Murphy,377350553.0,Beauty and the Beast
David Ogden Stiers,377350553.0,Beauty and the Beast
Mel Blanc,84300000.0,Pinocchio
Don Brodie,84300000.0,Pinocchio
Walter Catlett,84300000.0,Pinocchio
Marion Darlington,84300000.0,Pinocchio
Frankie Darro,84300000.0,Pinocchio
Cliff Edwards,84300000.0,Pinocchio
Dickie Jones,84300000.0,Pinocchio
Charles Judels,84300000.0,Pinocchio
Clarence Nash,84300000.0,Pinocchio
Patricia Page,84300000.0,Pinocchio
Christian Rub,84300000.0,Pinocchio
Evelyn Venable,84300000.0,Pinocchio
Bruce Ramsay,16675000.0,Hellraiser: Bloodline
Valentina Vargas,16675000.0,Hellraiser: Bloodline
Charlotte Chatton,16675000.0,Hellraiser: Bloodline
Adam Scott,16675000.0,Hellraiser: Bloodline
Kim Myers,16675000.0,Hellraiser: Bloodline
Mickey Cottrell,16675000.0,Hellraiser: Bloodline
Louis Turenne,16675000.0,Hellraiser: Bloodline
Courtland Mead,16675000.0,Hellraiser: Bloodline
Louis Mustillo,16675000.0,Hellraiser: Bloodline
Jody St. Michael,16675000.0,Hellraiser: Bloodline
Paul Perri,16675000.0,Hellraiser: Bloodline
Pat Skipper,16675000.0,Hellraiser: Bloodline
Christine Harnos,16675000.0,Hellraiser: Bloodline
Wren T. Brown,16675000.0,Hellraiser: Bloodline
Michael Polish,16675000.0,Hellraiser: Bloodline
Doug Bradley,16675000.0,Hellraiser: Bloodline
Mark Polish,16675000.0,Hellraiser: Bloodline
Tom Dugan,16675000.0,Hellraiser: Bloodline
Tom Hulce,100138851.0,The Hunchback of Notre Dame
Demi Moore,100138851.0,The Hunchback of Notre Dame
Tony Jay,100138851.0,The Hunchback of Notre Dame
Kevin Kline,100138851.0,The Hunchback of Notre Dame
Paul Kandel,100138851.0,The Hunchback of Notre Dame
Charles Kimbrough,100138851.0,The Hunchback of Notre Dame
Jason Alexander,100138851.0,The Hunchback of Notre Dame
Mary Wickes,100138851.0,The Hunchback of Notre Dame
David Ogden Stiers,100138851.0,The Hunchback of Notre Dame
Mary Kay Bergman,100138851.0,The Hunchback of Notre Dame
Corey Burton,100138851.0,The Hunchback of Notre Dame
Heidi Mollenhauer,100138851.0,The Hunchback of Notre Dame
Jim Cummings,100138851.0,The Hunchback of Notre Dame
Bill Fagerbakke,100138851.0,The Hunchback of Notre Dame
Patrick Pinney,100138851.0,The Hunchback of Notre Dame
Gary Trousdale,100138851.0,The Hunchback of Notre Dame
Frank Welker,100138851.0,The Hunchback of Notre Dame
Woody Harrelson,25023434.0,Kingpin
Randy Quaid,25023434.0,Kingpin
Vanessa Angel,25023434.0,Kingpin
Bill Murray,25023434.0,Kingpin
Chris Elliott,25023434.0,Kingpin
William Jordan,25023434.0,Kingpin
Nancy Frey-Jarecki,25023434.0,Kingpin
Richard Tyson,25023434.0,Kingpin
Lin Shaye,25023434.0,Kingpin
Zen Gesner,25023434.0,Kingpin
Prudence Wright Holmes,25023434.0,Kingpin
Rob Moran,25023434.0,Kingpin
Daniel Greene,25023434.0,Kingpin
Will Rothhaar,25023434.0,Kingpin
Mark Charpentier,25023434.0,Kingpin
Brad Faxon,25023434.0,Kingpin
Sayed Badreya,25023434.0,Kingpin
Linda Carola,25023434.0,Kingpin
Danny Murphy,25023434.0,Kingpin
David Shackelford,25023434.0,Kingpin
Rick Barker,25023434.0,Kingpin
Gretchen Treser,25023434.0,Kingpin
Willie Garson,25023434.0,Kingpin
Googy Gress,25023434.0,Kingpin
Suzan Hughes,25023434.0,Kingpin
Michael Corrente,25023434.0,Kingpin
Hank Brandt,25023434.0,Kingpin
Libby Langdon,25023434.0,Kingpin
Liza Oxnard,25023434.0,Kingpin
Lorri Bagley,25023434.0,Kingpin
Steve Tyler,25023434.0,Kingpin
Nancy Farrelly,25023434.0,Kingpin
Cynthia Farrelly Gesner,25023434.0,Kingpin
Jennifer Tilly,7011317.0,Bound
Gina Gershon,7011317.0,Bound
Joe Pantoliano,7011317.0,Bound
John P. Ryan,7011317.0,Bound
Christopher Meloni,7011317.0,Bound
Richard C. Sarafian,7011317.0,Bound
Mary Mara,7011317.0,Bound
Susie Bright,7011317.0,Bound
Margaret Smith,7011317.0,Bound
Barry Kivel,7011317.0,Bound
Peter Spellos,7011317.0,Bound
Ivan Kane,7011317.0,Bound
Kevin Michael Richardson,7011317.0,Bound
Gene Borkan,7011317.0,Bound
Marlon Brando,49627779.0,The Island of Dr. Moreau
Val Kilmer,49627779.0,The Island of Dr. Moreau
David Thewlis,49627779.0,The Island of Dr. Moreau
Fairuza Balk,49627779.0,The Island of Dr. Moreau
Daniel Rigney,49627779.0,The Island of Dr. Moreau
Temuera Morrison,49627779.0,The Island of Dr. Moreau
Nelson de la Rosa,49627779.0,The Island of Dr. Moreau
Peter Elliott,49627779.0,The Island of Dr. Moreau
Mark Dacascos,49627779.0,The Island of Dr. Moreau
Ron Perlman,49627779.0,The Island of Dr. Moreau
Marco Hofschneider,49627779.0,The Island of Dr. Moreau
William Hootkins,49627779.0,The Island of Dr. Moreau
Miguel López,49627779.0,The Island of Dr. Moreau
Neil Young,49627779.0,The Island of Dr. Moreau
David Hudson,49627779.0,The Island of Dr. Moreau
Clare Grant,49627779.0,The Island of Dr. Moreau
Richard Stanley,49627779.0,The Island of Dr. Moreau
Gene Kelly,7200000.0,Singin' in the Rain
Donald O'Connor,7200000.0,Singin' in the Rain
Debbie Reynolds,7200000.0,Singin' in the Rain
Jean Hagen,7200000.0,Singin' in the Rain
Millard Mitchell,7200000.0,Singin' in the Rain
Cyd Charisse,7200000.0,Singin' in the Rain
Douglas Fowley,7200000.0,Singin' in the Rain
Rita Moreno,7200000.0,Singin' in the Rain
Mae Clarke,7200000.0,Singin' in the Rain
Bess Flowers,7200000.0,Singin' in the Rain
Robert Foulk,7200000.0,Singin' in the Rain
Kathleen Freeman,7200000.0,Singin' in the Rain
Joi Lansing,7200000.0,Singin' in the Rain
Sylvia Lewis,7200000.0,Singin' in the Rain
'Snub' Pollard,7200000.0,Singin' in the Rain
William Schallert,7200000.0,Singin' in the Rain
Elaine Stewart,7200000.0,Singin' in the Rain
Brick Sullivan,7200000.0,Singin' in the Rain
John George,7200000.0,Singin' in the Rain
Errol Flynn,3981000.0,The Adventures of Robin Hood
Olivia de Havilland,3981000.0,The Adventures of Robin Hood
Basil Rathbone,3981000.0,The Adventures of Robin Hood
Claude Rains,3981000.0,The Adventures of Robin Hood
Patric Knowles,3981000.0,The Adventures of Robin Hood
Eugene Pallette,3981000.0,The Adventures of Robin Hood
Alan Hale,3981000.0,The Adventures of Robin Hood
Melville Cooper,3981000.0,The Adventures of Robin Hood
Ian Hunter,3981000.0,The Adventures of Robin Hood
Una O'Connor,3981000.0,The Adventures of Robin Hood
Herbert Mundin,3981000.0,The Adventures of Robin Hood
Montagu Love,3981000.0,The Adventures of Robin Hood
Leonard Willey,3981000.0,The Adventures of Robin Hood
Robert Noble,3981000.0,The Adventures of Robin Hood
Kenneth Hunter,3981000.0,The Adventures of Robin Hood
Robert Warwick,3981000.0,The Adventures of Robin Hood
Colin Kenny,3981000.0,The Adventures of Robin Hood
Lester Matthews,3981000.0,The Adventures of Robin Hood
Harry Cording,3981000.0,The Adventures of Robin Hood
Howard Hill,3981000.0,The Adventures of Robin Hood
Ivan F. Simpson,3981000.0,The Adventures of Robin Hood
Ilene Woods,263591415.0,Cinderella
Eleanor Audley,263591415.0,Cinderella
Lucille Bliss,263591415.0,Cinderella
Verna Felton,263591415.0,Cinderella
Helene Stanley,263591415.0,Cinderella
James MacDonald,263591415.0,Cinderella
Luis van Rooten,263591415.0,Cinderella
Don Barclay,263591415.0,Cinderella
Claire Du Brey,263591415.0,Cinderella
Rhoda Williams,263591415.0,Cinderella
Marion Darlington,263591415.0,Cinderella
Sterling Holloway,1600000.0,Dumbo
Herman Bing,1600000.0,Dumbo
John McLeish,1600000.0,Dumbo
Edward Brophy,1600000.0,Dumbo
James Baskett,1600000.0,Dumbo
Billy Bletcher,1600000.0,Dumbo
Jim Carmichael,1600000.0,Dumbo
Cliff Edwards,1600000.0,Dumbo
Verna Felton,1600000.0,Dumbo
Noreen Gammill,1600000.0,Dumbo
Eddie Holden,1600000.0,Dumbo
Malcolm Hutton,1600000.0,Dumbo
The King's Men,1600000.0,Dumbo
Harold Manley,1600000.0,Dumbo
Kathryn Beaumont,572000000.0,Alice in Wonderland
Verna Felton,572000000.0,Alice in Wonderland
Ed Wynn,572000000.0,Alice in Wonderland
Richard Haydn,572000000.0,Alice in Wonderland
Sterling Holloway,572000000.0,Alice in Wonderland
Jerry Colonna,572000000.0,Alice in Wonderland
J. Pat O'Malley,572000000.0,Alice in Wonderland
Bill Thompson,572000000.0,Alice in Wonderland
Heather Angel,572000000.0,Alice in Wonderland
Joseph Kearns,572000000.0,Alice in Wonderland
Larry Grey,572000000.0,Alice in Wonderland
Queenie Leonard,572000000.0,Alice in Wonderland
Dink Trout,572000000.0,Alice in Wonderland
Doris Lloyd,572000000.0,Alice in Wonderland
James MacDonald,572000000.0,Alice in Wonderland
Mickey Rooney,29800000.0,The Fox and the Hound
Kurt Russell,29800000.0,The Fox and the Hound
Pearl Bailey,29800000.0,The Fox and the Hound
Jack Albertson,29800000.0,The Fox and the Hound
Sandy Duncan,29800000.0,The Fox and the Hound
Jeanette Nolan,29800000.0,The Fox and the Hound
Pat Buttram,29800000.0,The Fox and the Hound
John Fiedler,29800000.0,The Fox and the Hound
John McIntire,29800000.0,The Fox and the Hound
Richard Bakalyan,29800000.0,The Fox and the Hound
Paul Winchell,29800000.0,The Fox and the Hound
Keith Coogan,29800000.0,The Fox and the Hound
Corey Feldman,29800000.0,The Fox and the Hound
Graham Chapman,5028948.0,Monty Python and the Holy Grail
John Cleese,5028948.0,Monty Python and the Holy Grail
Terry Gilliam,5028948.0,Monty Python and the Holy Grail
Eric Idle,5028948.0,Monty Python and the Holy Grail
Terry Jones,5028948.0,Monty Python and the Holy Grail
Michael Palin,5028948.0,Monty Python and the Holy Grail
Connie Booth,5028948.0,Monty Python and the Holy Grail
Carol Cleveland,5028948.0,Monty Python and the Holy Grail
Neil Innes,5028948.0,Monty Python and the Holy Grail
Bee Duffell,5028948.0,Monty Python and the Holy Grail
John Young,5028948.0,Monty Python and the Holy Grail
Rita Davies,5028948.0,Monty Python and the Holy Grail
Avril Stewart,5028948.0,Monty Python and the Holy Grail
Sally Kinghorn,5028948.0,Monty Python and the Holy Grail
Mark Zycon,5028948.0,Monty Python and the Holy Grail
Sandy Johnson,5028948.0,Monty Python and the Holy Grail
Julian Doyle,5028948.0,Monty Python and the Holy Grail
Joni Flynn,5028948.0,Monty Python and the Holy Grail
Fiona Gordon,5028948.0,Monty Python and the Holy Grail
Deems Taylor,83320000.0,Fantasia
Walt Disney,83320000.0,Fantasia
Julietta Novis,83320000.0,Fantasia
Leopold Stokowski,83320000.0,Fantasia
Nicolas Cage,29180280.0,Raising Arizona
Holly Hunter,29180280.0,Raising Arizona
Trey Wilson,29180280.0,Raising Arizona
John Goodman,29180280.0,Raising Arizona
William Forsythe,29180280.0,Raising Arizona
Sam McMurray,29180280.0,Raising Arizona
Frances McDormand,29180280.0,Raising Arizona
Randall 'Tex' Cobb,29180280.0,Raising Arizona
T.J. Kuhn,29180280.0,Raising Arizona
Lynne Kitei,29180280.0,Raising Arizona
M. Emmet Walsh,29180280.0,Raising Arizona
Johnny Yong Bosch,17979739.0,Turbo: A Power Rangers Movie
Nakia Burrise,17979739.0,Turbo: A Power Rangers Movie
Jason David Frank,17979739.0,Turbo: A Power Rangers Movie
Catherine Sutherland,17979739.0,Turbo: A Power Rangers Movie
Amy Jo Johnson,17979739.0,Turbo: A Power Rangers Movie
Steve Cardenas,17979739.0,Turbo: A Power Rangers Movie
Austin St. John,17979739.0,Turbo: A Power Rangers Movie
Jason Narvy,17979739.0,Turbo: A Power Rangers Movie
Paul Schrier,17979739.0,Turbo: A Power Rangers Movie
Blake Foster,17979739.0,Turbo: A Power Rangers Movie
Hilary Shepard,17979739.0,Turbo: A Power Rangers Movie
Gregg Bullock,17979739.0,Turbo: A Power Rangers Movie
Richard Genelle,17979739.0,Turbo: A Power Rangers Movie
Carla Perez,17979739.0,Turbo: A Power Rangers Movie
Edwin Neal,17979739.0,Turbo: A Power Rangers Movie
Tate Donovan,252712101.0,Hercules
Josh Keaton,252712101.0,Hercules
Roger Bart,252712101.0,Hercules
Danny DeVito,252712101.0,Hercules
James Woods,252712101.0,Hercules
Susan Egan,252712101.0,Hercules
Bobcat Goldthwait,252712101.0,Hercules
Matt Frewer,252712101.0,Hercules
Rip Torn,252712101.0,Hercules
Samantha Eggar,252712101.0,Hercules
Barbara Barrie,252712101.0,Hercules
Hal Holbrook,252712101.0,Hercules
Paul Shaffer,252712101.0,Hercules
Amanda Plummer,252712101.0,Hercules
Carole Shelley,252712101.0,Hercules
Paddi Edwards,252712101.0,Hercules
Charlton Heston,252712101.0,Hercules
LaChanze,252712101.0,Hercules
Jim Cummings,252712101.0,Hercules
Keith David,252712101.0,Hercules
Wayne Knight,252712101.0,Hercules
Meg Ryan,139804348.0,Anastasia
John Cusack,139804348.0,Anastasia
Christopher Lloyd,139804348.0,Anastasia
Angela Lansbury,139804348.0,Anastasia
Hank Azaria,139804348.0,Anastasia
Kelsey Grammer,139804348.0,Anastasia
Bernadette Peters,139804348.0,Anastasia
Kirsten Dunst,139804348.0,Anastasia
Andrea Martin,139804348.0,Anastasia
Glenn Walker Harris Jr.,139804348.0,Anastasia
Lacey Chabert,139804348.0,Anastasia
J.K. Simmons,139804348.0,Anastasia
Jackie Chan,45779.0,"An Alan Smithee Film: Burn, Hollywood, Burn"
Sylvester Stallone,45779.0,"An Alan Smithee Film: Burn, Hollywood, Burn"
Whoopi Goldberg,45779.0,"An Alan Smithee Film: Burn, Hollywood, Burn"
Eric Idle,45779.0,"An Alan Smithee Film: Burn, Hollywood, Burn"
Ryan O'Neal,45779.0,"An Alan Smithee Film: Burn, Hollywood, Burn"
Coolio,45779.0,"An Alan Smithee Film: Burn, Hollywood, Burn"
Chuck D.,45779.0,"An Alan Smithee Film: Burn, Hollywood, Burn"
Richard Jeni,45779.0,"An Alan Smithee Film: Burn, Hollywood, Burn"
Leslie Stefanson,45779.0,"An Alan Smithee Film: Burn, Hollywood, Burn"
Harvey Weinstein,45779.0,"An Alan Smithee Film: Burn, Hollywood, Burn"
Sandra Bernhard,45779.0,"An Alan Smithee Film: Burn, Hollywood, Burn"
Cherie Lunghi,45779.0,"An Alan Smithee Film: Burn, Hollywood, Burn"
Dina Spybey-Waters,45779.0,"An Alan Smithee Film: Burn, Hollywood, Burn"
Billy Bob Thornton,45779.0,"An Alan Smithee Film: Burn, Hollywood, Burn"
Jennifer Love Hewitt,25605015.0,Can't Hardly Wait
Ethan Embry,25605015.0,Can't Hardly Wait
Charlie Korsmo,25605015.0,Can't Hardly Wait
Lauren Ambrose,25605015.0,Can't Hardly Wait
Peter Facinelli,25605015.0,Can't Hardly Wait
Seth Green,25605015.0,Can't Hardly Wait
Jaime Pressly,25605015.0,Can't Hardly Wait
Tamala Jones,25605015.0,Can't Hardly Wait
Jennifer Lyons,25605015.0,Can't Hardly Wait
Johnny Zander,25605015.0,Can't Hardly Wait
Donald Faison,25605015.0,Can't Hardly Wait
Alec Ledd,25605015.0,Can't Hardly Wait
Jenna Elfman,25605015.0,Can't Hardly Wait
Melissa Joan Hart,25605015.0,Can't Hardly Wait
Breckin Meyer,25605015.0,Can't Hardly Wait
Sara Rue,25605015.0,Can't Hardly Wait
Leslie Grossman,25605015.0,Can't Hardly Wait
Selma Blair,25605015.0,Can't Hardly Wait
Clea DuVall,25605015.0,Can't Hardly Wait
