actor,revenue,title
Martin Scorsese,367275019.0,Shark Tale
David P. Smith,367275019.0,Shark Tale
Doug E. Doug,367275019.0,Shark Tale
Michael Imperioli,367275019.0,Shark Tale
Vincent Pastore,367275019.0,Shark Tale
Peter Falk,367275019.0,Shark Tale
Katie Couric,367275019.0,Shark Tale
Frank Vincent,367275019.0,Shark Tale
Missy Elliott,367275019.0,Shark Tale
Christina Aguilera,367275019.0,Shark Tale
Albert Brooks,29450919.0,Twilight Zone: The Movie
Vic Morrow,29450919.0,Twilight Zone: The Movie
John Larroquette,29450919.0,Twilight Zone: The Movie
John Lithgow,29450919.0,Twilight Zone: The Movie
Dan Aykroyd,29450919.0,Twilight Zone: The Movie
Scatman Crothers,29450919.0,Twilight Zone: The Movie
Donna Dixon,29450919.0,Twilight Zone: The Movie
Bill Mumy,29450919.0,Twilight Zone: The Movie
Burgess Meredith,29450919.0,Twilight Zone: The Movie
Rod Serling,29450919.0,Twilight Zone: The Movie
Kathleen Quinlan,29450919.0,Twilight Zone: The Movie
Dick Miller,29450919.0,Twilight Zone: The Movie
Al Leong,29450919.0,Twilight Zone: The Movie
Helen Shaw,29450919.0,Twilight Zone: The Movie
Priscilla Pointer,29450919.0,Twilight Zone: The Movie
Nancy Cartwright,29450919.0,Twilight Zone: The Movie
Cherie Currie,29450919.0,Twilight Zone: The Movie
Christina Nigra,29450919.0,Twilight Zone: The Movie
Kevin McCarthy,29450919.0,Twilight Zone: The Movie
Zana Briski,3515061.0,Born into Brothels
Avijit,3515061.0,Born into Brothels
Geeta Masi,3515061.0,Born into Brothels
Kochi,3515061.0,Born into Brothels
Mamuni,3515061.0,Born into Brothels
Ben Lyon,8000000.0,Hell's Angels
James Hall,8000000.0,Hell's Angels
Jean Harlow,8000000.0,Hell's Angels
John Darrow,8000000.0,Hell's Angels
Lucien Prival,8000000.0,Hell's Angels
Frank Clarke,8000000.0,Hell's Angels
Roy Wilson,8000000.0,Hell's Angels
Douglas Gilmore,8000000.0,Hell's Angels
Jane Winton,8000000.0,Hell's Angels
Robin Williams,260696994.0,Robots
Ewan McGregor,260696994.0,Robots
Halle Berry,260696994.0,Robots
Mel Brooks,260696994.0,Robots
Paula Abdul,260696994.0,Robots
Amanda Bynes,260696994.0,Robots
Drew Carey,260696994.0,Robots
Jennifer Coolidge,260696994.0,Robots
Lucille Bliss,260696994.0,Robots
Terry Bradshaw,260696994.0,Robots
Jim Broadbent,260696994.0,Robots
Paul Giamatti,260696994.0,Robots
Marshall Efron,260696994.0,Robots
Damien Fahey,260696994.0,Robots
Will Denton,260696994.0,Robots
Greg Kinnear,260696994.0,Robots
James Earl Jones,260696994.0,Robots
Stanley Tucci,260696994.0,Robots
Al Roker,260696994.0,Robots
Jay Leno,260696994.0,Robots
Jessica Alba,158733820.0,Sin City
Devon Aoki,158733820.0,Sin City
Clive Owen,158733820.0,Sin City
Rosario Dawson,158733820.0,Sin City
Mickey Rourke,158733820.0,Sin City
Bruce Willis,158733820.0,Sin City
Benicio del Toro,158733820.0,Sin City
Michael Clarke Duncan,158733820.0,Sin City
Alexis Bledel,158733820.0,Sin City
Carla Gugino,158733820.0,Sin City
Josh Hartnett,158733820.0,Sin City
Powers Boothe,158733820.0,Sin City
Rutger Hauer,158733820.0,Sin City
Jaime King,158733820.0,Sin City
Michael Madsen,158733820.0,Sin City
Brittany Murphy,158733820.0,Sin City
Nick Stahl,158733820.0,Sin City
Elijah Wood,158733820.0,Sin City
Jude Ciccolella,158733820.0,Sin City
Jeffrey J. Dashnaw,158733820.0,Sin City
Jesse De Luna,158733820.0,Sin City
Jason Douglas,158733820.0,Sin City
Tommy Flanagan,158733820.0,Sin City
Rick Gomez,158733820.0,Sin City
David H. Hickey,158733820.0,Sin City
Greg Ingram,158733820.0,Sin City
Nicky Katt,158733820.0,Sin City
Helen Kirk,158733820.0,Sin City
John McLeod,158733820.0,Sin City
Lisa Marie Newmyer,158733820.0,Sin City
Tommy Nix,158733820.0,Sin City
Nick Offerman,158733820.0,Sin City
Marco Perella,158733820.0,Sin City
Randal Reeder,158733820.0,Sin City
Jeff Schwan,158733820.0,Sin City
Marley Shelton,158733820.0,Sin City
Frank Miller,158733820.0,Sin City
Korey Simeone,158733820.0,Sin City
Paul T. Taylor,158733820.0,Sin City
Rico Torres,158733820.0,Sin City
Makenzie Vega Norfolk,158733820.0,Sin City
Arie Verveen,158733820.0,Sin City
Patricia Vonne,158733820.0,Sin City
Ethan Maniquis,158733820.0,Sin City
Ken Thomas,158733820.0,Sin City
Chris Warner,158733820.0,Sin City
Ethan Rains,158733820.0,Sin City
Cara D. Briggs,158733820.0,Sin City
Christina Frankenfield,158733820.0,Sin City
Evelyn Hurley,158733820.0,Sin City
Jason McDonald,158733820.0,Sin City
Clark Middleton,158733820.0,Sin City
Drew Barrymore,50451307.0,Fever Pitch
Jimmy Fallon,50451307.0,Fever Pitch
Jason Spevack,50451307.0,Fever Pitch
Jack Kehler,50451307.0,Fever Pitch
Maureen Keiller,50451307.0,Fever Pitch
Daniel Greene,50451307.0,Fever Pitch
Ione Skye,50451307.0,Fever Pitch
Marissa Jaret Winokur,50451307.0,Fever Pitch
KaDee Strickland,50451307.0,Fever Pitch
JoBeth Williams,50451307.0,Fever Pitch
Siobhan Fallon,50451307.0,Fever Pitch
Brett Murphy,50451307.0,Fever Pitch
Evan Helmuth,50451307.0,Fever Pitch
Johnny Sneed,50451307.0,Fever Pitch
Greta Onieogou,50451307.0,Fever Pitch
Lizz Alexander,50451307.0,Fever Pitch
Brandon Craggs,50451307.0,Fever Pitch
Shary Guthrie,50451307.0,Fever Pitch
Lenny Clarke,50451307.0,Fever Pitch
Steve Levy,50451307.0,Fever Pitch
Scott Severance,50451307.0,Fever Pitch
Jessamy Finet,50451307.0,Fever Pitch
James Sikking,50451307.0,Fever Pitch
Willie Garson,50451307.0,Fever Pitch
Armando Riesco,50451307.0,Fever Pitch
Zen Gesner,50451307.0,Fever Pitch
Mark Andrada,50451307.0,Fever Pitch
Charlotte Sullivan,50451307.0,Fever Pitch
Tim McCarver,50451307.0,Fever Pitch
Stephen King,50451307.0,Fever Pitch
Ben Stiller,532680671.0,Madagascar
Chris Rock,532680671.0,Madagascar
David Schwimmer,532680671.0,Madagascar
Jada Pinkett Smith,532680671.0,Madagascar
Sacha Baron Cohen,532680671.0,Madagascar
Paco León,532680671.0,Madagascar
Cedric the Entertainer,532680671.0,Madagascar
Andy Richter,532680671.0,Madagascar
Tom McGrath,532680671.0,Madagascar
Christopher Knights,532680671.0,Madagascar
Chris Miller,532680671.0,Madagascar
Conrad Vernon,532680671.0,Madagascar
Eric Darnell,532680671.0,Madagascar
David Cowgill,532680671.0,Madagascar
Elisa Gabrielli,532680671.0,Madagascar
Stephen Apostolina,532680671.0,Madagascar
Devika Parikh,532680671.0,Madagascar
David P. Smith,532680671.0,Madagascar
Cody Cameron,532680671.0,Madagascar
Bob Saget,532680671.0,Madagascar
Jeffrey Katzenberg,532680671.0,Madagascar
Robert Taylor,30000000.0,Quo Vadis
Deborah Kerr,30000000.0,Quo Vadis
Leo Genn,30000000.0,Quo Vadis
Peter Ustinov,30000000.0,Quo Vadis
Patricia Laffan,30000000.0,Quo Vadis
Finlay Currie,30000000.0,Quo Vadis
Abraham Sofaer,30000000.0,Quo Vadis
Marina Berti,30000000.0,Quo Vadis
Buddy Baer,30000000.0,Quo Vadis
Felix Aylmer,30000000.0,Quo Vadis
Nora Swinburne,30000000.0,Quo Vadis
Ralph Truman,30000000.0,Quo Vadis
Norman Wooland,30000000.0,Quo Vadis
Rosalie Crutchley,30000000.0,Quo Vadis
Elspeth March,30000000.0,Quo Vadis
Sophia Loren,30000000.0,Quo Vadis
Elizabeth Taylor,30000000.0,Quo Vadis
Bud Spencer,30000000.0,Quo Vadis
Walter Pidgeon,30000000.0,Quo Vadis
John Myhers,30000000.0,Quo Vadis
Alfredo Rizzo,30000000.0,Quo Vadis
Leslie Bradley,30000000.0,Quo Vadis
Adrienne Corri,30000000.0,Quo Vadis
Enzo Fiermonte,30000000.0,Quo Vadis
Robin Hughes,30000000.0,Quo Vadis
Helena Makowska,30000000.0,Quo Vadis
Liana Del Balzo,30000000.0,Quo Vadis
Joanna Griffiths,30000000.0,Quo Vadis
Peter Miles,30000000.0,Quo Vadis
Geoffrey Dunn,30000000.0,Quo Vadis
Nicholas Hannen,30000000.0,Quo Vadis
D.A. Clarke-Smith,30000000.0,Quo Vadis
John Ruddock,30000000.0,Quo Vadis
Strelsa Brown,30000000.0,Quo Vadis
Alfredo Varelli,30000000.0,Quo Vadis
William Tubbs,30000000.0,Quo Vadis
Pietro Tordi,30000000.0,Quo Vadis
Clelia Matania,30000000.0,Quo Vadis
Alfred Baillou,30000000.0,Quo Vadis
Scott R. Beal,30000000.0,Quo Vadis
Michael Mark,30000000.0,Quo Vadis
Jack George,30000000.0,Quo Vadis
Ernesto Molinari,30000000.0,Quo Vadis
Dino Galvani,30000000.0,Quo Vadis
Carlo Borelli,30000000.0,Quo Vadis
John Binns,30000000.0,Quo Vadis
Alessandro Serbaroli,30000000.0,Quo Vadis
Dario Michaelis,30000000.0,Quo Vadis
Kenneth W. Richardson,30000000.0,Quo Vadis
Richard McNamara,30000000.0,Quo Vadis
Jack Del Rio,30000000.0,Quo Vadis
Philip Kieffer,30000000.0,Quo Vadis
Louis Payne,30000000.0,Quo Vadis
Al Ferguson,30000000.0,Quo Vadis
Lia Di Leo,30000000.0,Quo Vadis
Aldo Pini,30000000.0,Quo Vadis
Adriano Ambrogi,30000000.0,Quo Vadis
Enrico Formichi,30000000.0,Quo Vadis
Giovanni Lovatelli,30000000.0,Quo Vadis
Richard Garrick,30000000.0,Quo Vadis
Scilla Vannucci,30000000.0,Quo Vadis
Anna Maria Padoan,30000000.0,Quo Vadis
Alberto Plebani,30000000.0,Quo Vadis
Anna Arena,30000000.0,Quo Vadis
Alfred Brown,30000000.0,Quo Vadis
Frank Colson,30000000.0,Quo Vadis
Franco Fantasia,30000000.0,Quo Vadis
Philip Kieffer,30000000.0,Quo Vadis
Harriet Medin,30000000.0,Quo Vadis
Leonardo Scavino,30000000.0,Quo Vadis
Maria Zanoli,30000000.0,Quo Vadis
Harry J. Vejar,30000000.0,Quo Vadis
Dianora Veiga,30000000.0,Quo Vadis
Giuseppe Varni,30000000.0,Quo Vadis
Carlo Tricoli,30000000.0,Quo Vadis
David Craig,30000000.0,Quo Vadis
Joe Bishop,1750211.0,Murderball
Keith Cavill,1750211.0,Murderball
Andy Cohn,1750211.0,Murderball
Scott Hogsett,1750211.0,Murderball
Christopher Igoe,1750211.0,Murderball
Johnny Depp,117195061.0,Corpse Bride
Helena Bonham Carter,117195061.0,Corpse Bride
Emily Watson,117195061.0,Corpse Bride
Tracey Ullman,117195061.0,Corpse Bride
Paul Whitehouse,117195061.0,Corpse Bride
Joanna Lumley,117195061.0,Corpse Bride
Albert Finney,117195061.0,Corpse Bride
Richard E. Grant,117195061.0,Corpse Bride
Christopher Lee,117195061.0,Corpse Bride
Michael Gough,117195061.0,Corpse Bride
Jane Horrocks,117195061.0,Corpse Bride
Enn Reitel,117195061.0,Corpse Bride
Deep Roy,117195061.0,Corpse Bride
Danny Elfman,117195061.0,Corpse Bride
Stephen Ballantyne,117195061.0,Corpse Bride
Lisa Kay,117195061.0,Corpse Bride
Peter Sallis,192452832.0,The Curse of the Were-Rabbit
Helena Bonham Carter,192452832.0,The Curse of the Were-Rabbit
Ralph Fiennes,192452832.0,The Curse of the Were-Rabbit
Nicholas Smith,192452832.0,The Curse of the Were-Rabbit
Liz Smith,192452832.0,The Curse of the Were-Rabbit
John Thomson,192452832.0,The Curse of the Were-Rabbit
Vincent Ebrahim,192452832.0,The Curse of the Were-Rabbit
Geraldine McEwan,192452832.0,The Curse of the Were-Rabbit
Edward Kelsey,192452832.0,The Curse of the Were-Rabbit
Dicken Ashworth,192452832.0,The Curse of the Were-Rabbit
Robert Horvath,192452832.0,The Curse of the Were-Rabbit
Pete Atkin,192452832.0,The Curse of the Were-Rabbit
Noni Lewis,192452832.0,The Curse of the Were-Rabbit
Ben Whitehead,192452832.0,The Curse of the Were-Rabbit
Christopher Fairbank,192452832.0,The Curse of the Were-Rabbit
James Mather,192452832.0,The Curse of the Were-Rabbit
William Vanderpuye,192452832.0,The Curse of the Were-Rabbit
Mark Gatiss,192452832.0,The Curse of the Were-Rabbit
Peter Kay,192452832.0,The Curse of the Were-Rabbit
Nigel Pilkington,192452832.0,The Curse of the Were-Rabbit
Charlton Heston,10000000.0,55 Days at Peking
Ava Gardner,10000000.0,55 Days at Peking
David Niven,10000000.0,55 Days at Peking
Burt Kwouk,10000000.0,55 Days at Peking
Flora Robson,10000000.0,55 Days at Peking
John Ireland,10000000.0,55 Days at Peking
Harry Andrews,10000000.0,55 Days at Peking
Leo Genn,10000000.0,55 Days at Peking
Robert Helpmann,10000000.0,55 Days at Peking
Kurt Kasznar,10000000.0,55 Days at Peking
Philippe Leroy,10000000.0,55 Days at Peking
Paul Lukas,10000000.0,55 Days at Peking
Elizabeth Sellars,10000000.0,55 Days at Peking
Massimo Serato,10000000.0,55 Days at Peking
Jacques Sernas,10000000.0,55 Days at Peking
Jerome Thor,10000000.0,55 Days at Peking
Lynne Sue Moon,10000000.0,55 Days at Peking
Anne Hathaway,51053787.0,Hoodwinked!
Glenn Close,51053787.0,Hoodwinked!
Jim Belushi,51053787.0,Hoodwinked!
Patrick Warburton,51053787.0,Hoodwinked!
Anthony Anderson,51053787.0,Hoodwinked!
David Ogden Stiers,51053787.0,Hoodwinked!
Xzibit,51053787.0,Hoodwinked!
Chazz Palminteri,51053787.0,Hoodwinked!
Andy Dick,51053787.0,Hoodwinked!
Cory Edwards,51053787.0,Hoodwinked!
Benjy Gaither,51053787.0,Hoodwinked!
Ken Marino,51053787.0,Hoodwinked!
Tom Kenny,51053787.0,Hoodwinked!
Preston Stutzman,51053787.0,Hoodwinked!
Tony Leech,51053787.0,Hoodwinked!
Alyson Hannigan,48548426.0,Date Movie
Adam Campbell,48548426.0,Date Movie
Sophie Monk,48548426.0,Date Movie
Jennifer Coolidge,48548426.0,Date Movie
Fred Willard,48548426.0,Date Movie
Meera Simhan,48548426.0,Date Movie
Eddie Griffin,48548426.0,Date Movie
Marie Matiko,48548426.0,Date Movie
Judah Friedlander,48548426.0,Date Movie
Carmen Electra,48548426.0,Date Movie
Tony Cox,48548426.0,Date Movie
Mauricio Sanchez,48548426.0,Date Movie
Charlie Dell,48548426.0,Date Movie
Beverly Polcyn,48548426.0,Date Movie
Scott Bridges,48548426.0,Date Movie
Dana Seltzer,48548426.0,Date Movie
Tom Lenk,48548426.0,Date Movie
Valery M. Ortiz,48548426.0,Date Movie
Tom Fitzpatrick,48548426.0,Date Movie
Susse Budde,48548426.0,Date Movie
Allison Kyler,48548426.0,Date Movie
Gian Franco Tordi,48548426.0,Date Movie
Bruce Willis,343397247.0,Over the Hedge
Garry Shandling,343397247.0,Over the Hedge
Steve Carell,343397247.0,Over the Hedge
Wanda Sykes,343397247.0,Over the Hedge
William Shatner,343397247.0,Over the Hedge
Nick Nolte,343397247.0,Over the Hedge
Thomas Haden Church,343397247.0,Over the Hedge
Allison Janney,343397247.0,Over the Hedge
Eugene Levy,343397247.0,Over the Hedge
Catherine O'Hara,343397247.0,Over the Hedge
Avril Lavigne,343397247.0,Over the Hedge
Omid Djalili,343397247.0,Over the Hedge
Sami Kirkpatrick,343397247.0,Over the Hedge
Shane Baumel,343397247.0,Over the Hedge
Madison Davenport,343397247.0,Over the Hedge
Ariel Winter,343397247.0,Over the Hedge
Jessie Flower,343397247.0,Over the Hedge
Owen Wilson,461983149.0,Cars
Paul Newman,461983149.0,Cars
Bonnie Hunt,461983149.0,Cars
Larry the Cable Guy,461983149.0,Cars
Tony Shalhoub,461983149.0,Cars
Cheech Marin,461983149.0,Cars
Michael Wallis,461983149.0,Cars
George Carlin,461983149.0,Cars
Paul Dooley,461983149.0,Cars
Jenifer Lewis,461983149.0,Cars
Guido Quaroni,461983149.0,Cars
Richard Petty,461983149.0,Cars
Michael Keaton,461983149.0,Cars
Katherine Helmond,461983149.0,Cars
John Ratzenberger,461983149.0,Cars
Joe Ranft,461983149.0,Cars
Jeremy Piven,461983149.0,Cars
Jeremy Clarkson,461983149.0,Cars
Dale Earnhardt Jr.,461983149.0,Cars
Mario Andretti,461983149.0,Cars
Michael Schumacher,461983149.0,Cars
Jay Leno,461983149.0,Cars
Tom Hanks,461983149.0,Cars
Tim Allen,461983149.0,Cars
Billy Crystal,461983149.0,Cars
John Goodman,461983149.0,Cars
Dave Foley,461983149.0,Cars
Bob Costas,461983149.0,Cars
Darrell Waltrip,461983149.0,Cars
Richard Kind,461983149.0,Cars
Edie McClurg,461983149.0,Cars
Humpy Wheeler,461983149.0,Cars
Tom Magliozzi,461983149.0,Cars
Ray Magliozzi,461983149.0,Cars
Lynda Petty,461983149.0,Cars
Andrew Stanton,461983149.0,Cars
Sarah Clark,461983149.0,Cars
Mike Nelson,461983149.0,Cars
Joe Ranft,461983149.0,Cars
Jonas Rivera,461983149.0,Cars
Lou Romano,461983149.0,Cars
Adrian Ochoa,461983149.0,Cars
E.J. Holowicki,461983149.0,Cars
Elissa Knight,461983149.0,Cars
Lindsey Collins,461983149.0,Cars
Larry Benton,461983149.0,Cars
Douglas Keever,461983149.0,Cars
Vanness Wu,461983149.0,Cars
Kate Hudson,130431368.0,"You, Me and Dupree"
Owen Wilson,130431368.0,"You, Me and Dupree"
Matt Dillon,130431368.0,"You, Me and Dupree"
Michael Douglas,130431368.0,"You, Me and Dupree"
Seth Rogen,130431368.0,"You, Me and Dupree"
Amanda Detmer,130431368.0,"You, Me and Dupree"
Ralph Ting,130431368.0,"You, Me and Dupree"
Todd Stashwick,130431368.0,"You, Me and Dupree"
Bill Hader,130431368.0,"You, Me and Dupree"
Lance Armstrong,130431368.0,"You, Me and Dupree"
Suzanne Ford,130431368.0,"You, Me and Dupree"
Claudia Choi,130431368.0,"You, Me and Dupree"
Eli Vargas,130431368.0,"You, Me and Dupree"
Amber Hay,130431368.0,"You, Me and Dupree"
Greg Kinnear,100523181.0,Little Miss Sunshine
Toni Collette,100523181.0,Little Miss Sunshine
Steve Carell,100523181.0,Little Miss Sunshine
Paul Dano,100523181.0,Little Miss Sunshine
Abigail Breslin,100523181.0,Little Miss Sunshine
Alan Arkin,100523181.0,Little Miss Sunshine
Bryan Cranston,100523181.0,Little Miss Sunshine
Beth Grant,100523181.0,Little Miss Sunshine
Wallace Langham,100523181.0,Little Miss Sunshine
Matt Winston,100523181.0,Little Miss Sunshine
Julio Oscar Mechoso,100523181.0,Little Miss Sunshine
Marc Turtletaub,100523181.0,Little Miss Sunshine
Jill Talley,100523181.0,Little Miss Sunshine
Brenda Canela,100523181.0,Little Miss Sunshine
Chuck Loring,100523181.0,Little Miss Sunshine
Justin Shilton,100523181.0,Little Miss Sunshine
Gordon Thomson,100523181.0,Little Miss Sunshine
Steven Christopher Parker,100523181.0,Little Miss Sunshine
John Walcutt,100523181.0,Little Miss Sunshine
Paula Newsome,100523181.0,Little Miss Sunshine
Dean Norris,100523181.0,Little Miss Sunshine
Lauren Shiohama,100523181.0,Little Miss Sunshine
Mary Lynn Rajskub,100523181.0,Little Miss Sunshine
Jerry Giles,100523181.0,Little Miss Sunshine
Geoff Meed,100523181.0,Little Miss Sunshine
Joan Scheckel,100523181.0,Little Miss Sunshine
Mel Rodriguez,100523181.0,Little Miss Sunshine
Jason Statham,42931041.0,Crank
Amy Smart,42931041.0,Crank
Jose Pablo Cantillo,42931041.0,Crank
Efren Ramirez,42931041.0,Crank
Dwight Yoakam,42931041.0,Crank
Carlos Sanz,42931041.0,Crank
Reno Wilson,42931041.0,Crank
Edi Gathegi,42931041.0,Crank
Glenn Howerton,42931041.0,Crank
Jay Xcala,42931041.0,Crank
Keone Young,42931041.0,Crank
Valarie Rae Miller,42931041.0,Crank
Yousuf Azami,42931041.0,Crank
Laurent Schwaar,42931041.0,Crank
David Brown,42931041.0,Crank
Dorian Kingi,42931041.0,Crank
Med Abrous,42931041.0,Crank
Daniel Stevens,42931041.0,Crank
Wally Lozano,42931041.0,Crank
Eve Loseth,42931041.0,Crank
David T. Green,42931041.0,Crank
Eve Loseth,42931041.0,Crank
Allen Bloomfield,42931041.0,Crank
Stephanie Mace,42931041.0,Crank
Chester Bennington,42931041.0,Crank
Michael McLafferty,42931041.0,Crank
Earl Carroll,42931041.0,Crank
Brian Swibel,42931041.0,Crank
Donnie Smith,42931041.0,Crank
Sean Graham,42931041.0,Crank
Dan Callahan,42931041.0,Crank
Noel Gugliemi,42931041.0,Crank
Daniel Venegas,42931041.0,Crank
Francis Capra,42931041.0,Crank
Frank Blake,42931041.0,Crank
Mike G.,42931041.0,Crank
Ken Moreno,42931041.0,Crank
Troy Robinson,42931041.0,Crank
Eddie Perez,42931041.0,Crank
Justin Riemer,42931041.0,Crank
Peter Choi,42931041.0,Crank
Elizabeth Jayne Hong,42931041.0,Crank
Toshi Toda,42931041.0,Crank
Samuel Witwer,42931041.0,Crank
Jai Stefan,42931041.0,Crank
Jacki R. Chan,42931041.0,Crank
Rick Shuster,42931041.0,Crank
Ted Garcia,42931041.0,Crank
Ethel Waters,1606624.0,Cabin in the Sky
Eddie 'Rochester' Anderson,1606624.0,Cabin in the Sky
Lena Horne,1606624.0,Cabin in the Sky
Louis Armstrong,1606624.0,Cabin in the Sky
Rex Ingram,1606624.0,Cabin in the Sky
Kenneth Spencer,1606624.0,Cabin in the Sky
John William Sublett,1606624.0,Cabin in the Sky
Oscar Polk,1606624.0,Cabin in the Sky
Mantan Moreland,1606624.0,Cabin in the Sky
Willie Best,1606624.0,Cabin in the Sky
Fletcher Rivers,1606624.0,Cabin in the Sky
Leon James Poke,1606624.0,Cabin in the Sky
Bill Bailey,1606624.0,Cabin in the Sky
Ford Washington Lee,1606624.0,Cabin in the Sky
Butterfly McQueen,1606624.0,Cabin in the Sky
Martin Lawrence,197309027.0,Open Season
Ashton Kutcher,197309027.0,Open Season
Gary Sinise,197309027.0,Open Season
Debra Messing,197309027.0,Open Season
Billy Connolly,197309027.0,Open Season
Georgia Engel,197309027.0,Open Season
Jon Favreau,197309027.0,Open Season
Jane Krakowski,197309027.0,Open Season
Gordon Tootoosis,197309027.0,Open Season
Patrick Warburton,197309027.0,Open Season
Cody Cameron,197309027.0,Open Season
